Nº de ingreso,Signatura,Forma,Tema,Autor,Fecha,Color,Lugar,Descripción,Palabras claves,Medidas,Observaciones,Manchas,Roturas,Escrituras,Pérdida de elementos,Rayaduras,Dobleces,Pérdida de color,Otros deterioros
403,ELE-0354,Fotografía,Personaje,s/a,1946,b/n,s/l,"Retrato de 3/4 de Manuel Elías Bennemaison, teniente de fragata del Huáscar en 1879",,180x239,,no,no,no,no,no,no,no,no
404,ELE-0355,Fotografía,Imagen de guerra,s/a,1882,sepia,Chorrillos,"Aspecto de una calle de Chorrillos, después de la destrucción del balneario a manos de los chilenos",,240x180,Presenta manchas en el revelado,no,no,no,no,no,no,no,no
405,ELE-0356,Fotografía,Paisaje,s/a,1885,sepia,Arica,Vista general del morro de Arica,,240x180,,no,no,no,no,no,no,no,no
406,ELE-0357,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de cuerpo entero de Miguel Grau y su esposa Dolores Cavero,,180x239,Foto de foto,no,no,no,no,no,no,no,no
407,ELE-0358,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del general Miguel Iglesias,,180x239,,no,no,no,no,no,no,no,no
408,ELE-0359,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato  del almirante Bergasse du Petit Thouars,,180x240,,no,no,no,no,no,no,no,no
409,ELE-0360,Fotografía,Imagen de guerra,s/a,1882,sepia,s/l,Campesino y personal del ejército peruano en la guerra con Chile,,181x240,"Al dorso: ""indiecito que indicó a las tropas peruanas de la proximidad del enemigo"", foto de dibujo",no,no,no,no,no,no,no,no
411,ELE-0361,Fotografía,Imagen de guerra,s/a,s/f,sepia,Miraflores,Defensa del tercer reducto de Miraflores durante la guerra con Chile,,240x180,Foto de un cuadro,no,no,no,no,no,no,no,no
412,ELE-0362,Fotografía,Imagen de guerra,s/a,s/f,b/n,Chorrillos,Vista de la plaza y la iglesia de Chorrillos destruidos durante la ocupación chilena,,199x130,"Foto de foto, bastante borrosa",no,no,no,no,no,no,no,no
413,ELE-0363,Fotografía,Imagen de guerra,s/a,1882,sepia,Chorrillos,Vista de un sector del balneario de Chorrillos destruido durante la ocupación chilena,,240x179,Presenta manchas en el revelado,no,no,no,no,no,no,no,no
420,ELE-0363,Fotografía,Imagen de guerra,s/a,1882,b/n,Chorrillos,Vista de un sector del balneario de Chorrillos destruido durante la ocupación chilena,,239x179,Ver fotografía nº de ingreso 413,no,no,no,no,no,no,no,no
414,ELE-0364,Fotografía,Imagen de guerra,s/a,s/f,b/n,s/l,Monitor Huáscar,,219x158,,no,no,no,no,no,no,no,no
415,ELE-0365,Fotografía,Imagen de guerra,s/a,1879,b/n,s/l,Torre de mando del monitor Huáscar después del combate de Angamos,,218x160,,no,no,si,no,no,no,no,no
417,ELE-0366,Fotografía,Imagen de guerra,s/a,1905,sepia,Callao,"El ""Almirante Grau"" al ser lanzado al agua",,229x149,,no,no,no,no,no,no,no,no
418,ELE-0367,Fotografía,Evento social,s/a,1890,b/n,Lima,Funerales de Miguel Grau en la catedral de Lima,,181x240,,no,no,no,no,no,no,no,no
419,ELE-0368,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Soldados peruanos de la guerra con Chile en 1879: Srs. Ribeyro, Benavides, Romano, Tudela y otros",,239x179,,no,no,no,no,no,no,no,no
421,ELE-0369,Fotografía,Imagen de guerra,s/a,1882,b/n,Chorrillos,Vista de un sector del balneario de Chorrillos destruido durante la ocupación chilena,,201x140,"Foto de foto, borrosa",no,no,no,no,no,no,no,no
451,ELE-0370,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente general Manuel A. Odría,,156x207,Ver fotografía nº de ingreso 425,no,si,no,no,no,si,no,no
425,ELE-0370,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato del presidente general Manuel A. Odría,,65x89,,no,si,no,no,no,si,no,no
513,ELE-0371,Fotografía,Personaje,s/a,1930,b/n,s/l,El presidente Augusto B. Leguía acompañado de la entonces miss Perú en Palacio de Gobierno,,151x225,Ver fotografía nº de ingreso 426,no,no,no,no,no,no,no,no
426,ELE-0371,Fotografía,Personaje,s/a,1930,b/n,Lima,El presidente Augusto B. Leguía acompañado de la entonces miss Perú en Palacio de Gobierno,,145x220,,no,no,no,no,no,no,no,no
427,ELE-0372,Fotografía,Personaje,s/a,1898,b/n,Lima,Retrato de Francisco García Calderón (padre) y Ventura García Calderón,,175x233,,no,no,no,no,no,no,no,no
428,ELE-0373,Fotografía,Personaje,s/a,1911,b/n,Lima,Nicolás de Piérola en una calle de Lima,,135x120,Foto de publicación,no,no,no,no,no,no,no,no
429,ELE-0374,Fotografía,Evento social,s/a,1921,b/n,Lima,El presidente Augusto B. Leguía y embajadores en las fiestas del centenario de la Independencia en el Palacio de Gobierno,,183x110,Foto de grabado,no,no,no,no,no,no,no,no
430,ELE-0375,Fotografía,Vida política,s/a,1938,b/n,Lima,El presidente general Óscar R. Benavides y su gabinete ministerial,,180x83,,no,no,no,no,no,no,no,no
431,ELE-0376,Fotografía,Vida política,s/a,1930,b/n,Lima,"General Manuel María Ponce, jefe de la junta de gobierno, y otros militares",,180x122,,no,no,no,no,no,no,no,no
432,ELE-0377,Fotografía,Vida política,s/a,1946,b/n,Lima,El presidente José Luis Bustamante y Rivero y el canciller Enrique García Sayán con otro personaje en reunión diplomática en palacio de Gobierno,,170x107,,no,no,no,no,no,no,no,si
548,ELE-0378,Fotografía,Vida política,s/a,1818,b/n,Lima,El presidente José Pardo y Barreda y Andrés A. Cáceres acompañados de varios oficiales,,209x138,Foto de foto. Ver fotografía nº de ingreso 433,si,no,no,no,no,no,no,no
433,ELE-0378,Fotografía,Vida política,s/a,1918,b/n,Lima,El presidente José Pardo y Barreda y Andrés A. Cáceres acompañados de varios oficiales,,180x115,Foto de foto,no,no,no,no,no,no,no,no
459,ELE-0378,Fotografía,Vida política,s/a,1918,b/n,Lima,El presidente José Pardo y Barreda y Andrés A. Cáceres acompañados de varios oficiales,,239x180,Ver fotografía nº de ingreso 433,no,no,no,no,no,no,no,no
434,ELE-0379,Fotografía,Personaje,Courret,1833,sepia,s/l,"Retrato de Josefa Martínez de Pinillos y Cacho de Lavalle, esposa del presidente Luis José de Orbegoso",,105x167,Al parecer foto de pintura,no,no,no,no,no,no,no,no
435,ELE-0380,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente general Manuel Ignacio de Vivanco,,110x170,Foto de cuadro,no,no,no,no,no,si,no,no
436,ELE-0381,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de cuerpo entero del mariscal Ramón Castilla,,103x170,Foto de foto,si,no,no,no,si,no,no,no
437,ELE-0382,Fotografía,Personaje,s/a,1889,b/n,s/l,Retrato de de cuerpo entero de Andrés A. Cáceres,,109x170,,no,no,no,no,si,no,no,no
438,ELE-0383,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Retrato del general Antonio Gutiérrez de la Fuente, presidente del Perú",,120x171,Foto de cuadro,no,no,no,no,no,no,no,no
439,ELE-0384,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de 3/4 del presidente Francisco García Calderón,,121x183,,si,no,no,no,no,no,no,no
440,ELE-0385,Fotografía,Vida política,s/a,1945,b/n,Plaza Mayor de Lima,El presidente Manuel Prado Ugarteche y sus ministros saliendo de la Catedral de Lima,,232x136,,no,no,no,no,no,no,no,no
537,ELE-0385,Fotografía,Vida política,s/a,1945,b/n,Plaza Mayor de Lima,El presidente Manuel Prado Ugarteche y sus ministros saliendo de la Catedral de Lima,,239x142,Ver fotografía nº de ingreso 440,no,no,no,no,no,no,no,no
441,ELE-0386,Fotografía,Vida política,s/a,s/f,b/n,s/l,"El presidente Manuel Prado Ugarteche y Franklin D. Roosevelt, presidente de USA.",,143x215,,si,no,no,no,no,no,no,no
442,ELE-0387,Fotografía,Personaje,s/a,1945,sepia,s/l,Manuel Prado Ugarteche depositando su voto en las elecciones generales de 1945,,150x205,,no,no,no,no,no,no,no,no
443,ELE-0388,Fotografía,Personaje,s/a,1941,b/n,s/l,Manuel Prado Ugarteche vistiendo uniforme militar durante el conflicto con Ecuador,,180x240,Foto de foto,no,no,no,no,no,no,no,no
444,ELE-0389,Fotografía,Vida política,s/a,s/f,b/n,s/l,Asesinato del presidente Manuel Pardo,,161x213,Foto del cuadro de Henry Michel,no,no,no,no,no,no,no,no
445,ELE-0390,Fotografía,Personaje,s/a,1911,sepia,Lima,Nicolás de Piérola y Rafael Belaunde acompañados de otras personas en su casa de la calle Milagro,,180x238,Foto de foto,no,no,no,no,no,no,no,no
446,ELE-0391,Fotografía,Imagen de guerra,s/a,1894,b/n,s/l,Grupo de vencedores de Tarapacá en la guerra del Pacífico,,199x102,Foto de foto,si,no,no,no,no,no,no,no
447,ELE-0392,Fotografía,Evento social,s/a,1906,b/n,Callao,"Grupo de personas dirigiéndose a tomar el ""Eléctrico"" a Lima a la llegada de Mr. Root al Callao",,215x161,Foto de publicación,no,no,si,no,no,no,no,no
448,ELE-0393,Fotografía,Personaje,s/a,1905,sepia,s/l,Retrato de cuerpo entero del presidente José Pardo,,122x182,,si,no,no,no,no,no,no,no
449,ELE-0393,Fotografía,Personaje,s/a,1905,sepia,s/l,Retrato de cuerpo entero del presidente José Pardo,,180x238,Ver fotografía nº de ingreso 448,no,no,no,no,no,no,no,no
517,ELE-0393,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retraro de cuerpo entero del presidente José pardo,,180x240,Ver fotografía nº de ingreso 448,no,no,no,no,no,no,no,no
450,ELE-0394,Fotografía,Personaje,s/a,s/f,b/n,s/l,El presidente José Pardo y Barreda conversando personaje no identificado,,180x240,Foto de publicación,no,no,no,no,no,no,no,no
452,ELE-0395,Fotografía,Personaje,s/a,1944,b/n,Plaza Mayor de Lima,Exequias de José de la Riva-Agüero y Osma,,149x150,,si,no,no,no,no,no,no,no
453,ELE-0396,Fotografía,Vida política,s/a,1866,b/n,s/l,Mariano Ignacio Prado y su gabinete,,215x150,Foto de foto,no,no,no,no,no,no,no,no
454,ELE-0397,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato del soldado peruano César Vargas vistiendo el antiguo uniforme del ejército,,180x240,Foto de foto,no,no,no,no,no,no,no,si
455,ELE-0398,Fotografía,Personaje,s/a,1879,b/n,s/l,Retrato de 3/4 de Miguel Iglesias,,180x240,Foto de foto,no,no,no,no,no,no,no,no
529,ELE-0398,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de 3/4 de Miguel Iglesias,,59x90,Ver fotografía nº de ingreso 455,no,no,no,no,no,no,no,no
456,ELE-0399,Fotografía,Vida política,s/a,1902,b/n,s/l,El presidente Eduardo López de Romaña y Melitón Carbajal acompañados de otros personajes en acto público,,239x180,,no,no,no,no,no,no,no,no
457,ELE-0400,Fotografía,Personaje,s/a,1912-1914,sepia,s/l,Retrato de cuerpo entero del presidente Guillermo Billinghurst,,180x239,,no,no,no,no,no,no,no,no
458,ELE-0401,Fotografía,Vida política,s/a,1929,b/n,s/l,El presidente Augusto B. Leguía y Celestino Manchego Muños acompañados de otros personajes en acto público,,239x180,Foto de foto,no,no,no,no,no,no,no,no
460,ELE-0402,Fotografía,Personaje,s/a,s/f,sepia,s/l,"Retrato de 3/4 de Serapio Calderón, segundo vicepresidente de Manuel Candamo y a su muerte presidente en 1904",,180x239,,no,no,no,no,no,no,no,no
461,ELE-0403,Fotografía,Vida política,s/a,1921,sepia,s/l,El presidente Augusto B. Leguía y sus ministros,,239x180,,no,no,no,no,no,no,no,no
514,ELE-0403,Fotografía,Vida política,s/a,1924,b/n,s/l,El presidente Augusto B. Leguía y sus ministros,,239x181,Ver fotografía nº de ingreso 461,no,no,no,no,no,no,no,no
462,ELE-0404,Fotografía,Personaje,s/a,1879,sepia,s/l,Retrato del presidente Luis La Puerta,,180x240,,no,no,no,no,no,no,no,no
463,ELE-0405,Fotografía,Personaje,s/a,1889,sepia,s/l,"Retrato familiar: Oscar R. Benavides y hermanos, siendo niños",,180x239,,no,no,no,no,no,no,no,no
464,ELE-0406,Fotografía,Personaje,s/a,1911,b/n,s/l,Nicolás de Piérola rodeado de familiares,,221x139,Foto de foto,no,no,no,no,no,no,no,no
465,ELE-0407,Fotografía,Vida política,s/a,1905,sepia,Lima,Ceremonia de inauguración del monumento a Francisco Bolognesi,,220x160,,no,no,si,no,no,no,no,no
466,ELE-0408,Fotografía,Vida política,s/a,1905,sepia,s/l,El presidente José Pardo observando maniobras militares,,218x160,,no,no,si,no,no,no,no,no
467,ELE-0409,Fotografía,Vida política,José L. Avilés C.,s/f,sepia,s/l,El presidente Augusto B. Leguía acompañado de otros personajes en acto público,,225x168,,si,no,no,no,no,no,no,no
468,ELE-0410,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente Óscar R. Benavides,,160x218,Foto de foto,no,no,no,no,no,no,no,no
552,ELE-0411,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente ösacar R. Benavides,,162x221,Ver fotografía nº de ingreso 469,no,no,no,no,si,no,no,si
469,ELE-0411,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente Óscar R. Benavides,,180x236,,no,no,no,no,no,no,no,no
470,ELE-0412,Fotografía,Personaje,s/a,1890,sepia,s/l,Retrato del presidente Remigio Morales Bermúdez,,180x240,,no,no,no,no,no,no,no,no
471,ELE-0413,Fotografía,Personaje,s/a,1894,sepia,s/l,Retrato del presidente Remigio Morales Bermúdez,,132x190,"Foto de placa de vidrio, placa rajada",no,no,no,no,no,no,no,si
561,ELE-0414,Fotografía,Personaje,s/a,1892,b/n,s/l,Retrato de cuerpo entero del presidente Remigio Morales Bermúdez,,180x240,Ver fotografía nº de ingreso 472,no,no,no,no,no,no,no,no
472,ELE-0414,Fotografía,Personaje,s/a,1892,sepia,s/l,"Retrato de cuerpo entero del presidente Remigio Morales Bermúdez, vestido con uniforme militar",,179x240,,no,no,no,no,no,no,no,no
473,ELE-0415,Fotografía,Personaje,s/a,1905,sepia,s/l,Retrato de cuerpo entero de Andrés A. Cáceres,,180x239,Foto de foto,no,no,no,no,no,no,no,no
474,ELE-0416,Fotografía,Personaje,s/a,1896,sepia,s/l,Retrato de 3/4 de Nicolás de Piérola,,112x158,"Foto de foto, al original le faltaba una esquina",no,no,no,no,no,no,no,no
475,ELE-0417,Fotografía,Personaje,s/a,1911,b/n,s/l,Retrato de Nicolás de Piérola,,180x238,Foto de foto,no,no,no,no,no,no,no,no
476,ELE-0418,Fotografía,Personaje,s/a,1904,b/n,s/l,Retrato del presidente Serapio Calderón,,179x240,,no,no,no,no,no,no,no,no
477,ELE-0419,Fotografía,Personaje,s/a,1903,b/n,s/l,Retrato de Francisca Benavides de Benavides,,180x239,,si,no,no,no,no,no,no,no
478,ELE-0420,Fotografía,Vida política,s/a,s/f,b/n,s/l,El presidente José Pardo y otros personajes en acto público,,240x180,Foto de publicación,no,no,no,no,no,no,no,no
479,ELE-0421,Fotografía,Personaje,s/a,1929,sepia,s/l,Retrato de cuerpo entero del presidente Augusto B. Leguía,,179x240,,no,no,no,no,no,no,no,no
480,ELE-0422,Fotografía,Vida política,Ernesto Calvo,1921,sepia,Lima,El presidente Augusto B. Leguía saludando a un miembro del cuerpo diplomático en las celebraciones del centenario de la Independencia,,233x173,,no,no,no,no,si,si,no,no
481,ELE-0423,Fotografía,Personaje,s/a,1918,sepia,s/l,Retrato del presidente José Pardo Barreda,,179x238,,no,no,no,no,no,no,no,no
482,ELE-0424,Fotografía,Personaje,s/a,1882,sepia,s/l,"Retrato de cuerpo entero de Magdalena Ugarteche de Prado, esposa del presidente Mariano Ignacio Prado",,180x239,,si,no,no,no,no,si,no,no
483,ELE-0425,Fotografía,Vida política,s/a,1905,b/n,Chorrillos,El presidente José Pardo dirigiéndose con su comitiva a la Escuela Militar a presenciar las maniobras castrenses,,218x159,,no,no,si,no,no,si,no,no
484,ELE-0426,Fotografía,Personaje,s/a,1866,b/n,s/l,Retrato del presidente Mariano Ignacio Prado,,219x158,Foto de publicación,no,no,no,no,no,no,no,no
485,ELE-0427,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente Manuel Pardo,,162x220,Foto de publicación. Leyenda,si,no,no,no,no,no,no,no
492,ELE-0428,Fotografía,Personaje,s/a,1855,b/n,s/l,Retrato del presidente Ramón Castilla,,162x220,Foto de publicación. Ver fotografía nº de ingreso 486,no,no,no,no,no,no,no,no
486,ELE-0428,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente Ramón Castilla,,154x227,Foto de publicación. Leyenda,si,no,no,no,no,no,no,no
487,ELE-0429,Fotografía,Personaje,s/a,1856,b/n,s/l,Retrato del presidente Miguel de San Román,,180x240,Foto de publicación.,si,no,no,no,no,no,no,no
488,ELE-0430,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente provisorio Ricardo Leoncio Elías,,179x238,Foto de publicación.,si,no,no,no,no,no,no,no
489,ELE-0431,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente Miguel de San Román,,179x239,Foto de publicación.,no,no,no,no,no,no,no,no
490,ELE-0432,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de cuerpo entero de Felipe Santiago Salaverry,,152x218,Foto de cuadro,no,no,no,no,no,no,no,no
504,ELE-0432,Fotografía,Personaje,s/a,1835,b/n,s/l,Retrato de cuerpo entero de Felipe Santiago Salaverry,,161x230,Foto de cuadro. Ver fotografía nº de ingreso 490,no,si,no,si,no,no,no,si
491,ELE-0433,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente Manuel Ignacio de Vivanco,,182x240,Foto de publicación,si,no,no,no,no,no,no,no
505,ELE-0434,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del general Juan Antonio Pezet,,133x237,Foto de publicación. Leyenda. Ver fotografía nº de ingreso 493,si,no,no,no,no,no,no,no
493,ELE-0434,Fotografía,Personaje,s/a,1860,b/n,s/l,Retrato del general Juan Antonio Pezet,,119x227,Foto de publicación. Leyenda,si,no,no,no,no,no,no,no
494,ELE-0435,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato del presidente José Balta,,175x235,,no,no,no,no,no,no,no,no
516,ELE-0436,Fotografía,Personaje,s/a,1903,sepia,s/l,Retrato del presidente Manuel Candamo,,179x238,Ver fotografía nº de ingreso 495,no,no,no,no,no,no,no,no
495,ELE-0436,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato del presidente Manuel Candamo,,179x239,Foto de cuadro,si,no,no,no,no,no,no,no
508,ELE-0436,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente Manuel Candamo,,179x240,Foto de cuadro. Ver fotografía nº de ingreso 495,no,no,no,no,no,no,no,no
496,ELE-0437,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Retrato de Francisca Diez-Canseco de Castilla, esposa del presidente Ramón Castilla",,186x252,Foto de cuadro,no,no,no,no,no,no,no,no
512,ELE-0437,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Retrato de Francisca Diez-Canseco de Castilla, esposa del presidente Ramón Castilla",,180x240,Foto de cuadro. Ver fotografía nº de ingreso 496,no,no,no,no,no,no,no,no
497,ELE-0438,Fotografía,Personaje,s/a,1890,sepia,s/l,"Retrato de Antonia Moreno de Cáceres, esposa de Andrés A. Cáceres",,147x202,Foto del cuadro pintado por Bacaflor,no,no,no,no,no,no,no,no
498,ELE-0439,Fotografía,Personaje,s/a,1854,sepia,s/l,Retrato de 3/4 de Ramón Castilla,,178x239,Foto de cuadro,si,no,no,no,no,no,no,no
557,ELE-0439,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de 3/4 de Ramón Castilla,,216x218,Ver fotografía nº de ingreso 498,no,no,no,no,no,no,no,no
499,ELE-0440,Fotografía,Personaje,s/a,1860,sepia,s/l,"Retrato de cuerpo entero del general Juan Antonio Pezet, presidente del Perú",,180x239,Foto de foto,si,no,no,no,no,no,no,no
500,ELE-0441,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de cuerpo entero de Nicolás de Piérola,,180x238,Foto de foto,no,no,no,no,no,no,no,no
501,ELE-0442,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de José Balta,,160x218,Foto de cuadro,no,no,no,no,no,no,no,no
502,ELE-0443,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de José Balta,,179x239,Foto de cuadro,no,no,no,no,no,no,no,no
503,ELE-0444,Fotografía,Personaje,s/a,1823,b/n,s/l,"Retrato de José de la Riva-Agüero y Sánchez Boquete, 1er. Presidente del Perú",,162x225,Foto de publicación.,si,no,no,no,no,no,no,no
506,ELE-0445,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del general Agustín Gamarra,,180x240,Foto de publicación,no,no,no,no,no,no,no,si
507,ELE-0446,Fotografía,Personaje,s/a,1893,sepia,s/l,Retrato de María Diez Canseco de Benavides,,180x239,,si,no,no,no,no,no,no,no
509,ELE-0447,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de 3/4 del general José de San Martín,,180x239,Foto de cuadro,no,no,no,no,no,si,no,no
587,ELE-0447,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de 3/4 del general José de San Martín,,90x139,Foto de cuadro. Ver fotografía nº de ingreso 509,no,no,no,no,no,no,no,no
510,ELE-0448,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Retrato de 3/4 de Magdalena Ugarteche de Prado, esposa de Mariano Ignacio Prado",,181x238,,no,no,no,no,no,no,no,no
556,ELE-0448,Fotografía,Personaje,s/a,s/f,sepia,s/l,"Retrato de 3/4 de Magdalena Ugarteche de Prado, esposa de Mariano Ignacio Prado",,180x240,Ver fotografía nº de ingreso 510,si,no,no,no,no,no,no,no
511,ELE-0449,Fotografía,Personaje,s/a,s/f,sepia,s/l,"Retrato de Julia Swayne de Leguía e hija, esposa del presidente Augusto B. Leguía",,180x239,,no,no,no,no,no,no,no,no
515,ELE-0450,Fotografía,Personaje,s/a,s/f,sepia,s/l,Fotografía que reune los retratos de Mariano Ignacio Prado y su gabinete,,158x200,Foto de foto,no,no,no,no,no,no,no,no
524,ELE-0451,Fotografía,Personaje,s/a,1964,b/n,s/l,Fernando Belaunde Terry y su padre Rafael Belaunde Diez Canseco,,179x231,Foto de publicación. Ver fotografía nº de ingreso 518,no,no,no,no,no,no,no,no
518,ELE-0451,Fotografía,Personaje,s/a,1964,b/n,s/l,Fernando Belaunde Terry y su padre Rafael Belaunde Diez Canseco,,180x240,Foto de publicación,no,no,no,no,no,no,no,no
519,ELE-0452,Fotografía,Vida política,s/a,1959,b/n,s/l,El presidente Manuel Prado Ugarteche y su familia en el teatro Municipal en un acto oficial,,220x161,,no,no,no,no,no,no,no,no
584,ELE-0452,Fotografía,Vida política,s/a,1959,b/n,Lima,El presidente Manuel Prado Ugarteche y su familia en el teatro Municipal en un acto oficial,,221x161,Ver fotografía nº de ingreso 519,no,no,no,no,no,no,no,no
520,ELE-0453,Fotografía,Vida política,José L. Avilés C.,s/f,sepia,s/l,El presidente Augusto B. Leguía y su comitiva,,225x170,,no,no,no,no,no,no,no,no
521,ELE-0454,Fotografía,Vida política,s/a,s/f,b/n,s/l,El presidente Manuel Prado Ugartecheacompañado de varias personas desciende una escalera,,230x150,Foto de foto,no,no,no,no,no,no,no,no
522,ELE-0455,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del presidente Manuel Prado Ugarteche,,161x221,,no,no,no,no,no,no,no,no
523,ELE-0456,Fotografía,Personaje,s/a,1962,b/n,s/l,Retrato del coronel Ricardo Pérez Godoy,,125x195,,no,no,no,no,no,no,no,no
525,ELE-0457,Fotografía,Vida política,s/a,1945,b/n,s/l,El presidente José Luis Bustamante y Rivero conversando con el Cardenal Juan Gualberto Guevara y el Nuncio Apostólico Fernando Cento,,180x240,,no,no,no,no,no,no,no,no
526,ELE-0458,Fotografía,Vida política,s/a,1946,b/n,Lima,El presidente José Luis Bustamante y Rivero tomando juramento como ministro de Estado a Rafael Belaunde Diez Canseco,,230x140,Foto de foto,no,no,no,no,no,no,no,no
527,ELE-0459,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de 3/4 de Zenón Noriega,,69x101,,no,no,no,no,no,no,no,no
528,ELE-0460,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de 3/4 del presidente Óscar R. Benavides,,89x139,,no,no,no,no,no,no,no,no
530,ELE-0461,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de 3/4 de Andrés de Santa Cruz,,78x127,,no,no,no,no,no,no,no,no
531,ELE-0462,Fotografía,Vida política,s/a,1945,b/n,s/l,El general Óscar R. Benavides entregando la espada de honor de la Escuela Militar a su hijo delante del presidente Manuel Prado Ugarteche,,202x128,Foto de foto,no,no,no,no,no,no,no,no
532,ELE-0463,Fotografía,Vida política,s/a,1938,b/n,s/l,El presidente Óscar R. Benavides acompañado del ministro de Estado Jorge Prado y de otras personas,,136x187,,no,no,no,no,no,no,no,no
533,ELE-0463,Fotografía,Vida política,s/a,1938,sepia,s/l,El presidente Óscar R. Benavides acompañado del ministro de Estado Jorge Prado y de otras personas,,145x202,Foto de foto. Ver fotografía nº 532,no,no,no,no,no,no,no,no
534,ELE-0464,Fotografía,Personaje,s/a,1946,b/n,s/l,Presidente José Luis Bustamante y Rivero,,179x238,,no,no,no,no,no,no,no,no
535,ELE-0465,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de 3/4 del presidente Fernando Belaunde Tery,,164x223,,no,no,no,no,no,no,no,no
583,ELE-0465,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de 3/4 del presidente Fernando Belaunde Terry,,180x240,Ver fotografía nº de ingreso 535,no,no,no,no,no,no,no,no
536,ELE-0466,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de 3/4 del presidente Mariano Ignacio Prado,,141x218,Leyenda,no,no,no,no,no,no,no,no
538,ELE-0467,Fotografía,Vida política,s/a,1946,b/n,Plaza Mayor de Lima,El presidente Jose Luis Bustamante y Rivero en un banquete en Palacio de Gobierno,,231x169,,no,no,no,no,no,no,no,no
539,ELE-0468,Fotografía,Personaje,s/a,1944,b/n,s/l,Presidente Manuel Prado Ugarteche,,180x240,,no,no,no,no,no,no,no,no
540,ELE-0469,Fotografía,Personaje,s/a,1965,b/n,s/l,Fernando Belaunde Terry y Luis Miró Quesada,,239x180,Foto alterada,si,no,no,no,no,no,no,no
541,ELE-0470,Fotografía,Personaje,s/a,1927,b/n,s/l,Augusto B. Leguía montado a caballo,,156x215,Foto de foto,no,no,no,no,no,no,no,no
542,ELE-0471,Fotografía,Vida política,s/a,1950,sepia,Lima,Manuel Prado Ugarteche y Manuel A. Odría en el Congreso de la República,,229x169,,no,no,no,no,no,no,no,no
543,ELE-0472,Fotografía,Vida política,s/a,1905,b/n,Cerro de Pasco,Llegada del presidente José Pardo a Cerro de Pasco,,252x204,,no,no,no,no,no,si,no,no
544,ELE-0473,Fotografía,Personaje,s/a,1895,sepia,s/l,Andrés A. Cáceres,,179x239,,no,no,no,no,no,no,no,no
545,ELE-0474,Fotografía,Vida política,s/a,1930,b/n,Lima,"Coronel E. Montagne, Luis A. Eguiguren, Cmte. Luis M. Sánchez Cerro y José Matías Manzanilla en un banquete",,219x141,,no,no,si,no,no,no,no,no
546,ELE-0475,Fotografía,Vida política,s/a,1924,b/n,s/l,El presidente Augusto B. Leguía rodeado de numerosos militares,,239x180,,no,no,no,no,no,no,no,no
